FromSite,FromWh,Item,Color,Size,Qty,ToSite,ToWh
KT,STL-L,2100PRV,RWPR,SMD,3.0,KT,STL
KT,STL-L,2103,GRPR,LGE,30.0,KT,STL
KT,STL-L,2103,TNPR,LGE,57.0,KT,STL
KT,STL-L,3148,WWY,42,794.0,KT,STL
KT,STL-L,3187,WWY,SML,8886.0,KT,STL
KT,STL-L,3224,WWY,44L,430.0,KT,STL
KT,STL-L,4160,CBPR,SML,20.0,KT,STL
KT,STL-L,4160,RPPR,MED,1.0,KT,STL
KT,STL-L,4161,GRPR,LGE,6.0,KT,STL
KT,STL-L,4259,GRPR,XLG,14.0,KT,STL
KT,STL-L,70221,GREY,XSM,124.0,KT,STL
KT,STL-L,70221,ROYAL,XLG,4.0,KT,STL
KT,STL-L,71221,NAVY,XLG,1.0,KT,STL
KT,STL-L,71229,CEIL,4XL,72.0,KT,STL
KT,STL-L,71229,CEIL,5XL,7.0,KT,STL
KT,STL-L,71229,CEIL,LGE,378.0,KT,STL
KT,STL-L,71229,CEIL,MED,387.0,KT,STL
KT,STL-L,71229,CEIL,XLG,40.0,KT,STL
KT,STL-L,71229,GREY,3XL,92.0,KT,STL
KT,STL-L,71229,GREY,4XL,36.0,KT,STL
KT,STL-L,71229,GREY,5XL,11.0,KT,STL
KT,STL-L,71229,GREY,LGE,8.0,KT,STL
KT,STL-L,71229,GREY,MED,119.0,KT,STL
KT,STL-L,71229,GREY,SML,189.0,KT,STL
KT,STL-L,71229,GREY,XSM,75.0,KT,STL
KT,STL-L,71229,GREY,XXL,120.0,KT,STL
KT,STL-L,71229,NAVY,3XL,156.0,KT,STL
KT,STL-L,71229,NAVY,4XL,40.0,KT,STL
KT,STL-L,71229,NAVY,5XL,82.0,KT,STL
KT,STL-L,71229,NAVY,MED,107.0,KT,STL
KT,STL-L,71229,NAVY,SML,21.0,KT,STL
KT,STL-L,71229,NAVY,XLG,40.0,KT,STL
KT,STL-L,71229,NAVY,XSM,18.0,KT,STL
KT,STL-L,71229,ROYAL,4XL,8.0,KT,STL
KT,STL-L,71229,ROYAL,LGE,206.0,KT,STL
KT,STL-L,71229,ROYAL,MED,164.0,KT,STL
KT,STL-L,71229,ROYAL,SML,207.0,KT,STL
KT,STL-L,71229,ROYAL,XXL,51.0,KT,STL
KT,STL-L,71229,TEAL,4XL,76.0,KT,STL
KT,STL-L,71229,TEAL,MED,78.0,KT,STL
KT,STL-L,71229,TEAL,XLG,212.0,KT,STL
KT,STL-L,71229,TEAL,XSM,194.0,KT,STL
KT,STL-L,71229,TEAL,XXL,66.0,KT,STL
KT,STL-L,7502,BKP,SML,544.0,KT,STL
KT,STL-L,75029,BCP,MED,1.0,KT,STL
KT,STL-L,75029,BEP,LGE,9.0,KT,STL
KT,STL-L,75029,BEP,SML,9.0,KT,STL
KT,STL-L,75029,BEP,XLG,9.0,KT,STL
KT,STL-L,75029,BKP,MED,2.0,KT,STL
KT,STL-L,75029,BKP,SML,9.0,KT,STL
KT,STL-L,75029,BKP,XLG,5.0,KT,STL
KT,STL-L,75029,BNP,MED,3.0,KT,STL
KT,STL-L,75029,BNP,SML,20.0,KT,STL
KT,STL-L,75029,BNP,XLG,2.0,KT,STL
KT,STL-L,75029,BNP,XSM,3.0,KT,STL
KT,STL-L,75029,BNP,XXL,2.0,KT,STL
KT,STL-L,75229,CEIL,LGE,47.0,KT,STL
KT,STL-L,75229,CEIL,MED,665.0,KT,STL
KT,STL-L,75229,CEIL,SML,1943.0,KT,STL
KT,STL-L,75229,CEIL,XLG,358.0,KT,STL
KT,STL-L,75229,GREY,LGE,74.0,KT,STL
KT,STL-L,75229,GREY,XLG,116.0,KT,STL
KT,STL-L,75229,NAVY,3XL,46.0,KT,STL
KT,STL-L,75229,NAVY,4XL,24.0,KT,STL
KT,STL-L,75229,NAVY,5XL,58.0,KT,STL
KT,STL-L,75229,NAVY,LGE,66.0,KT,STL
KT,STL-L,75229,NAVY,MED,117.0,KT,STL
KT,STL-L,75229,NAVY,SML,9.0,KT,STL
KT,STL-L,75229,NAVY,XLG,120.0,KT,STL
KT,STL-L,75229,NAVY,XSM,11.0,KT,STL
KT,STL-L,75229,NAVY,XXL,34.0,KT,STL
KT,STL-L,75229,ROYAL,4XL,10.0,KT,STL
KT,STL-L,75229,ROYAL,5XL,67.0,KT,STL
KT,STL-L,75229,ROYAL,SML,73.0,KT,STL
KT,STL-L,75229,ROYAL,XSM,9.0,KT,STL
KT,STL-L,75229,TEAL,4XL,1.0,KT,STL
KT,STL-L,75229,TEAL,MED,71.0,KT,STL
KT,STL-L,75229,TEAL,XSM,10.0,KT,STL
KT,STL-L,75231,GREY,MED,1.0,KT,STL
KT,STL-L,75231,ROYAL,XLG,67.0,KT,STL
KT,STL-L,75239,TEAL,XSM,1.0,KT,STL
KT,STL-L,7525,BNP,LGE,129.0,KT,STL
KT,STL-L,7551,BCP,MED,30.0,KT,STL
KT,STL-L,76029,BCP,XLG,15.0,KT,STL
KT,STL-L,76029,BCP,XSM,1.0,KT,STL
KT,STL-L,76029,BEP,LGE,3.0,KT,STL
KT,STL-L,76029,BEP,MED,3.0,KT,STL
KT,STL-L,76029,BEP,XLG,9.0,KT,STL
KT,STL-L,76029,BKP,LGE,2.0,KT,STL
KT,STL-L,76029,BKP,SML,8.0,KT,STL
KT,STL-L,76029,BKP,XLG,20.0,KT,STL
KT,STL-L,76029,BKP,XSM,2.0,KT,STL
KT,STL-L,76029,BNP,MED,19.0,KT,STL
KT,STL-L,76029,BNP,SML,20.0,KT,STL
KT,STL-L,76029,BNP,XLG,18.0,KT,STL
KT,STL-L,76029,BNP,XSM,2.0,KT,STL
KT,STL-L,76029,STP,LGE,3.0,KT,STL
KT,STL-L,8219,STP,XXL,1.0,KT,STL
KT,STL-L,83221,GRAPH,XXL,6.0,KT,STL
KT,STL-L,8380,BNP,XSM,1.0,KT,STL
KT,STL-L,85229,CEIL,3XL,119.0,KT,STL
KT,STL-L,85229,CEIL,4XL,1.0,KT,STL
KT,STL-L,85229,CEIL,5XL,77.0,KT,STL
KT,STL-L,85229,CEIL,LGE,4.0,KT,STL
KT,STL-L,85229,CEIL,XLG,4.0,KT,STL
KT,STL-L,85229,CEIL,XXL,144.0,KT,STL
KT,STL-L,85229,GREY,LGE,43.0,KT,STL
KT,STL-L,85229,GREY,MED,56.0,KT,STL
KT,STL-L,85229,GREY,SML,235.0,KT,STL
KT,STL-L,85229,GREY,XLG,81.0,KT,STL
KT,STL-L,85229,GREY,XSM,43.0,KT,STL
KT,STL-L,85229,GREY,XXL,228.0,KT,STL
KT,STL-L,85229,NAVY,3XL,516.0,KT,STL
KT,STL-L,85229,NAVY,4XL,10.0,KT,STL
KT,STL-L,85229,NAVY,LGE,1062.0,KT,STL
KT,STL-L,85229,NAVY,MED,208.0,KT,STL
KT,STL-L,85229,NAVY,SML,792.0,KT,STL
KT,STL-L,85229,NAVY,XLG,226.0,KT,STL
KT,STL-L,85229,NAVY,XXL,17.0,KT,STL
KT,STL-L,85229,ROYAL,LGE,40.0,KT,STL
KT,STL-L,85229,ROYAL,MED,58.0,KT,STL
KT,STL-L,85229,ROYAL,SML,179.0,KT,STL
KT,STL-L,85229,ROYAL,XLG,190.0,KT,STL
KT,STL-L,85229,ROYAL,XSM,72.0,KT,STL
KT,STL-L,85229,TEAL,3XL,84.0,KT,STL
KT,STL-L,85229,TEAL,LGE,71.0,KT,STL
KT,STL-L,85229,TEAL,MED,203.0,KT,STL
KT,STL-L,85229,TEAL,SML,1.0,KT,STL
KT,STL-L,85229,TEAL,XLG,136.0,KT,STL
KT,STL-L,85229,TEAL,XSM,23.0,KT,STL
KT,STL-L,9207,NRLK,MED,4.0,KT,STL
KT,STL-L,C2048,BCPR,LGE,370.0,KT,STL
KT,STL-L,C2048,BCPR,MED,170.0,KT,STL
KT,STL-L,C2048,BCPR,SML,259.0,KT,STL
KT,STL-L,C2048,BCPR,XLG,40.0,KT,STL
KT,STL-L,C2048,BCPR,XSM,10.0,KT,STL
KT,STL-L,C2048,BEPR,3XL,40.0,KT,STL
KT,STL-L,C2048,BEPR,LGE,236.0,KT,STL
KT,STL-L,C2048,BKPR,3XL,76.0,KT,STL
KT,STL-L,C2048,BKPR,LGE,366.0,KT,STL
KT,STL-L,C2048,BKPR,MED,872.0,KT,STL
KT,STL-L,C2048,BKPR,SML,266.0,KT,STL
KT,STL-L,C2048,BKPR,XLG,73.0,KT,STL
KT,STL-L,C2048,BKPR,XSM,11.0,KT,STL
KT,STL-L,C2048,BTPR,LGE,31.0,KT,STL
KT,STL-L,C2048,BTPR,MED,51.0,KT,STL
KT,STL-L,C2048,BTPR,XLG,54.0,KT,STL
KT,STL-L,C2048,BTPR,XXL,31.0,KT,STL
KT,STL-L,C2048,STPR,LGE,109.0,KT,STL
KT,STL-L,C2048,STPR,MED,135.0,KT,STL
KT,STL-L,C2048,STPR,XLG,40.0,KT,STL
KT,STL-L,C2048,TNPR,3XL,35.0,KT,STL
KT,STL-L,C2048,TNPR,LGE,169.0,KT,STL
KT,STL-L,C2048,TNPR,MED,138.0,KT,STL
KT,STL-L,C2048,TNPR,SML,159.0,KT,STL
KT,STL-L,C2048,TNPR,XLG,127.0,KT,STL
KT,STL-L,C2048,TNPR,XSM,168.0,KT,STL
KT,STL-L,C2048,TNPR,XXL,60.0,KT,STL
KT,STL-L,C20489,BCPR,XLG,51.0,KT,STL
KT,STL-L,C20489,BCPR,XSM,20.0,KT,STL
KT,STL-L,C20489,BEPR,3XL,2.0,KT,STL
KT,STL-L,C20489,BEPR,LGE,7.0,KT,STL
KT,STL-L,C20489,BEPR,MED,2.0,KT,STL
KT,STL-L,C20489,BEPR,SML,2.0,KT,STL
KT,STL-L,C20489,BEPR,XXL,34.0,KT,STL
KT,STL-L,C20489,BTPR,LGE,2.0,KT,STL
KT,STL-L,C20489,BTPR,MED,4.0,KT,STL
KT,STL-L,C20489,STPR,SML,44.0,KT,STL
KT,STL-L,C20489,STPR,XLG,34.0,KT,STL
KT,STL-L,C20489,TNPR,SML,1.0,KT,STL
KT,STL-L,C2105,BCPR,3XL,929.0,KT,STL
KT,STL-L,C2105,BCPR,4XL,153.0,KT,STL
KT,STL-L,C2105,BCPR,LGE,3427.0,KT,STL
KT,STL-L,C2105,BCPR,MED,4927.0,KT,STL
KT,STL-L,C2105,BCPR,SML,3932.0,KT,STL
KT,STL-L,C2105,BCPR,XLG,3757.0,KT,STL
KT,STL-L,C2105,BCPR,XSM,1216.0,KT,STL
KT,STL-L,C2105,BCPR,XXL,2600.0,KT,STL
KT,STL-L,C2105,BEPR,3XL,3.0,KT,STL
KT,STL-L,C2105,BEPR,4XL,100.0,KT,STL
KT,STL-L,C2105,BEPR,5XL,57.0,KT,STL
KT,STL-L,C2105,BEPR,MED,504.0,KT,STL
KT,STL-L,C2105,BEPR,SML,110.0,KT,STL
KT,STL-L,C2105,BEPR,XLG,443.0,KT,STL
KT,STL-L,C2105,BEPR,XXL,951.0,KT,STL
KT,STL-L,C2105,BKPR,3XL,87.0,KT,STL
KT,STL-L,C2105,BKPR,4XL,50.0,KT,STL
KT,STL-L,C2105,BKPR,LGE,750.0,KT,STL
KT,STL-L,C2105,BKPR,MED,322.0,KT,STL
KT,STL-L,C2105,BKPR,SML,910.0,KT,STL
KT,STL-L,C2105,BKPR,XLG,861.0,KT,STL
KT,STL-L,C2105,BKPR,XSM,266.0,KT,STL
KT,STL-L,C2105,BKPR,XXL,686.0,KT,STL
KT,STL-L,C2105,BTPR,LGE,268.0,KT,STL
KT,STL-L,C2105,BTPR,MED,578.0,KT,STL
KT,STL-L,C2105,BTPR,SML,240.0,KT,STL
KT,STL-L,C2105,BTPR,XSM,296.0,KT,STL
KT,STL-L,C2105,BTPR,XXL,149.0,KT,STL
KT,STL-L,C2105,STPR,3XL,73.0,KT,STL
KT,STL-L,C2105,STPR,LGE,873.0,KT,STL
KT,STL-L,C2105,STPR,MED,1128.0,KT,STL
KT,STL-L,C2105,STPR,SML,598.0,KT,STL
KT,STL-L,C2105,STPR,XLG,327.0,KT,STL
KT,STL-L,C2105,STPR,XSM,237.0,KT,STL
KT,STL-L,C2105,STPR,XXL,346.0,KT,STL
KT,STL-L,C2105,TNPR,3XL,152.0,KT,STL
KT,STL-L,C2105,TNPR,4XL,95.0,KT,STL
KT,STL-L,C2105,TNPR,5XL,23.0,KT,STL
KT,STL-L,C2105,TNPR,LGE,525.0,KT,STL
KT,STL-L,C2105,TNPR,MED,2317.0,KT,STL
KT,STL-L,C2105,TNPR,SML,1476.0,KT,STL
KT,STL-L,C2105,TNPR,XLG,887.0,KT,STL
KT,STL-L,C2105,TNPR,XSM,408.0,KT,STL
KT,STL-L,C2105,TNPR,XXL,706.0,KT,STL
KT,STL-L,C21059,BCPR,4XL,19.0,KT,STL
KT,STL-L,C21059,BCPR,MED,8.0,KT,STL
KT,STL-L,C21059,BEPR,MED,1.0,KT,STL
KT,STL-L,C21059,BEPR,XXL,4.0,KT,STL
KT,STL-L,C21059,BKPR,LGE,3.0,KT,STL
KT,STL-L,C21059,BKPR,XLG,3.0,KT,STL
KT,STL-L,C21059,BKPR,XSM,1.0,KT,STL
KT,STL-L,C21059,BKPR,XXL,7.0,KT,STL
KT,STL-L,C21059,BTPR,3XL,11.0,KT,STL
KT,STL-L,C21059,BTPR,4XL,5.0,KT,STL
KT,STL-L,C21059,BTPR,XLG,20.0,KT,STL
KT,STL-L,C21059,BTPR,XSM,13.0,KT,STL
KT,STL-L,C21059,STPR,4XL,2.0,KT,STL
KT,STL-L,C21059,STPR,XXL,8.0,KT,STL
KT,STL-L,C21059,TNPR,5XL,15.0,KT,STL
KT,STL-L,C21059,TNPR,MED,56.0,KT,STL
KT,STL-L,C3046,BCPR,3XL,11.0,KT,STL
KT,STL-L,C3046,BCPR,LGE,260.0,KT,STL
KT,STL-L,C3046,BCPR,MED,482.0,KT,STL
KT,STL-L,C3046,BCPR,SML,206.0,KT,STL
KT,STL-L,C3046,BCPR,XLG,564.0,KT,STL
KT,STL-L,C3046,BCPR,XXL,198.0,KT,STL
KT,STL-L,C3046,BEPR,3XL,9.0,KT,STL
KT,STL-L,C3046,BEPR,4XL,26.0,KT,STL
KT,STL-L,C3046,BEPR,5XL,1.0,KT,STL
KT,STL-L,C3046,BEPR,LGE,53.0,KT,STL
KT,STL-L,C3046,BEPR,MED,85.0,KT,STL
KT,STL-L,C3046,BEPR,SML,1.0,KT,STL
KT,STL-L,C3046,BEPR,XLG,101.0,KT,STL
KT,STL-L,C3046,BEPR,XSM,22.0,KT,STL
KT,STL-L,C3046,BEPR,XXL,59.0,KT,STL
KT,STL-L,C3046,BKPR,LGE,51.0,KT,STL
KT,STL-L,C3046,BKPR,MED,281.0,KT,STL
KT,STL-L,C3046,BKPR,SML,223.0,KT,STL
KT,STL-L,C3046,BKPR,XSM,231.0,KT,STL
KT,STL-L,C3046,BKPR,XXL,44.0,KT,STL
KT,STL-L,C3046,BTPR,LGE,104.0,KT,STL
KT,STL-L,C3046,BTPR,MED,649.0,KT,STL
KT,STL-L,C3046,BTPR,XSM,325.0,KT,STL
KT,STL-L,C3046,STPR,4XL,134.0,KT,STL
KT,STL-L,C3046,STPR,5XL,107.0,KT,STL
KT,STL-L,C3046,STPR,LGE,103.0,KT,STL
KT,STL-L,C3046,STPR,MED,354.0,KT,STL
KT,STL-L,C3046,STPR,SML,155.0,KT,STL
KT,STL-L,C3046,STPR,XLG,79.0,KT,STL
KT,STL-L,C3046,STPR,XSM,322.0,KT,STL
KT,STL-L,C3046,STPR,XXL,70.0,KT,STL
KT,STL-L,C3046,TNPR,3XL,65.0,KT,STL
KT,STL-L,C3046,TNPR,4XL,14.0,KT,STL
KT,STL-L,C3046,TNPR,5XL,20.0,KT,STL
KT,STL-L,C3046,TNPR,XLG,403.0,KT,STL
KT,STL-L,C3046,TNPR,XSM,162.0,KT,STL
KT,STL-L,C30469,BCPR,3XL,1.0,KT,STL
KT,STL-L,C30469,BCPR,MED,1.0,KT,STL
KT,STL-L,C30469,BCPR,XSM,7.0,KT,STL
KT,STL-L,C30469,BEPR,XSM,19.0,KT,STL
KT,STL-L,C30469,BKPR,3XL,6.0,KT,STL
KT,STL-L,C30469,BKPR,LGE,8.0,KT,STL
KT,STL-L,C30469,BKPR,MED,1.0,KT,STL
KT,STL-L,C30469,BKPR,XLG,4.0,KT,STL
KT,STL-L,C30469,BKPR,XXL,15.0,KT,STL
KT,STL-L,C30469,BTPR,XXL,21.0,KT,STL
KT,STL-L,C30469,STPR,5XL,4.0,KT,STL
KT,STL-L,C30469,STPR,MED,25.0,KT,STL
KT,STL-L,C4171,BCPR,3XL,15.0,KT,STL
KT,STL-L,C4171,BCPR,LGE,111.0,KT,STL
KT,STL-L,C4171,BCPR,SML,218.0,KT,STL
KT,STL-L,C4171,BCPR,XLG,347.0,KT,STL
KT,STL-L,C4171,BCPR,XSM,10.0,KT,STL
KT,STL-L,C4171,BCPR,XXL,151.0,KT,STL
KT,STL-L,C4171,BEPR,3XL,47.0,KT,STL
KT,STL-L,C4171,BEPR,LGE,101.0,KT,STL
KT,STL-L,C4171,BEPR,XLG,108.0,KT,STL
KT,STL-L,C4171,BEPR,XSM,3.0,KT,STL
KT,STL-L,C4171,BKPR,3XL,84.0,KT,STL
KT,STL-L,C4171,BKPR,LGE,1.0,KT,STL
KT,STL-L,C4171,BKPR,MED,472.0,KT,STL
KT,STL-L,C4171,BKPR,SML,96.0,KT,STL
KT,STL-L,C4171,BKPR,XSM,100.0,KT,STL
KT,STL-L,C4171,BKPR,XXL,58.0,KT,STL
KT,STL-L,C4171,BTPR,LGE,9.0,KT,STL
KT,STL-L,C4171,BTPR,XLG,7.0,KT,STL
KT,STL-L,C4171,BTPR,XSM,12.0,KT,STL
KT,STL-L,C4171,STPR,3XL,12.0,KT,STL
KT,STL-L,C4171,STPR,LGE,238.0,KT,STL
KT,STL-L,C4171,STPR,MED,106.0,KT,STL
KT,STL-L,C4171,STPR,SML,9.0,KT,STL
KT,STL-L,C4171,STPR,XLG,97.0,KT,STL
KT,STL-L,C4171,STPR,XXL,56.0,KT,STL
KT,STL-L,C4171,TNPR,3XL,69.0,KT,STL
KT,STL-L,C4171,TNPR,LGE,115.0,KT,STL
KT,STL-L,C4171,TNPR,MED,204.0,KT,STL
KT,STL-L,C4171,TNPR,XLG,35.0,KT,STL
KT,STL-L,C4171,TNPR,XSM,50.0,KT,STL
KT,STL-L,C4171,TNPR,XXL,19.0,KT,STL
KT,STL-L,C41719,BKPR,XLG,8.0,KT,STL
KT,STL-L,C41719,STPR,XXL,5.0,KT,STL
KT,STL-L,C4260,BCPR,3XL,450.0,KT,STL
KT,STL-L,C4260,BCPR,4XL,141.0,KT,STL
KT,STL-L,C4260,BCPR,LGE,1862.0,KT,STL
KT,STL-L,C4260,BCPR,MED,1677.0,KT,STL
KT,STL-L,C4260,BCPR,SML,1903.0,KT,STL
KT,STL-L,C4260,BCPR,XLG,1221.0,KT,STL
KT,STL-L,C4260,BCPR,XSM,547.0,KT,STL
KT,STL-L,C4260,BCPR,XXL,827.0,KT,STL
KT,STL-L,C4260,BEPR,3XL,62.0,KT,STL
KT,STL-L,C4260,BEPR,4XL,94.0,KT,STL
KT,STL-L,C4260,BEPR,LGE,452.0,KT,STL
KT,STL-L,C4260,BEPR,MED,549.0,KT,STL
KT,STL-L,C4260,BEPR,SML,441.0,KT,STL
KT,STL-L,C4260,BEPR,XLG,84.0,KT,STL
KT,STL-L,C4260,BEPR,XXL,151.0,KT,STL
KT,STL-L,C4260,BKPR,3XL,356.0,KT,STL
KT,STL-L,C4260,BKPR,4XL,188.0,KT,STL
KT,STL-L,C4260,BKPR,LGE,1406.0,KT,STL
KT,STL-L,C4260,BKPR,MED,674.0,KT,STL
KT,STL-L,C4260,BKPR,SML,380.0,KT,STL
KT,STL-L,C4260,BKPR,XLG,979.0,KT,STL
KT,STL-L,C4260,BKPR,XSM,181.0,KT,STL
KT,STL-L,C4260,BKPR,XXL,749.0,KT,STL
KT,STL-L,C4260,BTPR,3XL,59.0,KT,STL
KT,STL-L,C4260,BTPR,5XL,1.0,KT,STL
KT,STL-L,C4260,BTPR,LGE,385.0,KT,STL
KT,STL-L,C4260,BTPR,MED,193.0,KT,STL
KT,STL-L,C4260,BTPR,XLG,3.0,KT,STL
KT,STL-L,C4260,BTPR,XSM,166.0,KT,STL
KT,STL-L,C4260,BTPR,XXL,99.0,KT,STL
KT,STL-L,C4260,STPR,3XL,133.0,KT,STL
KT,STL-L,C4260,STPR,4XL,5.0,KT,STL
KT,STL-L,C4260,STPR,5XL,74.0,KT,STL
KT,STL-L,C4260,STPR,LGE,1104.0,KT,STL
KT,STL-L,C4260,STPR,MED,573.0,KT,STL
KT,STL-L,C4260,STPR,SML,628.0,KT,STL
KT,STL-L,C4260,STPR,XLG,294.0,KT,STL
KT,STL-L,C4260,STPR,XSM,394.0,KT,STL
KT,STL-L,C4260,STPR,XXL,133.0,KT,STL
KT,STL-L,C4260,TNPR,3XL,92.0,KT,STL
KT,STL-L,C4260,TNPR,4XL,543.0,KT,STL
KT,STL-L,C4260,TNPR,LGE,2450.0,KT,STL
KT,STL-L,C4260,TNPR,MED,2388.0,KT,STL
KT,STL-L,C4260,TNPR,SML,1683.0,KT,STL
KT,STL-L,C4260,TNPR,XLG,2094.0,KT,STL
KT,STL-L,C4260,TNPR,XSM,905.0,KT,STL
